Published,User,Comment,comment_trans
2023-11-17T13:33:15Z,@masitah1532,"baik juga tapi perlu di contoh malaysia kini kalah sama imigran yang slalu berusaha demi mendapat tempat menikahi warga tempatan.<br>sejinak jinak nya anak harimau kita tau itu binatang buas<br>senurut nurut nya manusia tentu kita tidak tau isi hatinya.<br>liat lah malaysia liat lah palestina.<br>boleh menolong atas dasar agama atau kemanusiaan<br>tapi hantar ke bangla lagi karna mereka sebenar nya sama ras budaya bahasa mau pun asal,usulnya.","good too, but it needs to be in the example of Malaysia, now losing to immigrants who always try to get a place to marry local residents. > see Malaysia, see Palestine."
2023-11-17T13:28:51Z,@helenarachelleiwakabessy5328,Sesama Islam kok ditolak...????🤣🤣🤣🤣,Fellow Muslims are rejected ... ???? 🤣🤣🤣🤣
2023-11-17T13:25:45Z,@candrakirana763,"Biadap kalian yg menolak pengungsi,","Bies those of you who refuse refugees,"
2023-11-17T13:24:54Z,@HarisMawan,Biadab banget.. kan mereka tinggal di atur aja. Mereka kelaparan Dan di buru rezim miyanmar. Belum lagi tenggelam di laut,Really barbaric ... they just set it out. They are starving and in the hunt for the Miyanmar regime. Not to mention drowning in the sea
2023-11-17T13:20:41Z,@onesiforusdaniel8065,Suku Rohingya ini muslim. Koq tidak mendapatkan bantuan dan perhatian dari sesama muslim Indonesia ya 🤔,This Rohingya tribe is Muslim. Why don't get help and attention from fellow Indonesian Muslims 🤔
2023-11-17T13:18:19Z,@iyob7167,"UNTUK PARA WARGA ACEH TOLONG TOLAK SELALU,sebab mereka terdampar adalah kesengajaan untuk datang ke indonesia,mereka akan menjajah bangsa...<br>Dari tahun 2011 ada yg terdampar ditolong,akhirnya mereka datang lagi datang lagi,karena sudab kolingan rohingya yg sudah di indonesia sama yg di sana,gak mungkin lah kalo hanya terdampar bisa terus terusan terdampar kalo bukan tujuan mereka ke indonesia,mereka nangis sedih dll hanya untuk membuat rakyat bangsa ini kasihan dan menolongnya dan tinggal di indonesia ini.<br><br><br>Jadi tolaklah selalu demi bangsa.<br><br><br>Contoh sudah banyak dari malaysia dan negara lain,akhirnya mereka membuat kota sendiri dan menguasai.","For Acehnese citizens, please always reject, because they are stranded is intentional to come to Indonesia, they will colonize the nation ... <br> From 2011 there was something stranded, finally they came again, because the Rohingya colan that had been in Indonesia is the same there, it is impossible if only stranded can continue to be stranded if not their goal to Indonesia, they cry sadly etc. only to make the people of this nation feel sorry and help and live in Indonesia. <br> <br> <br> > So always refuse for the sake of the nation."
2023-11-17T13:17:04Z,@user-ry4sd4to4f,Bukan kita menolak tapi saya selaku warga aceh yg ada di malaysia udah tau bagaimna kelakuan mereka,Not we refuse but I as a Acehnese citizen in Malaysia already know how their behavior
2023-11-17T13:16:09Z,@DEADPOOL-qz4tn,Hati2... Kawatirkan kelangsungan hidup generasi kerabat keluarga anak cucumu sebangsa Indonesia,Be careful ... worry about the survival of the generation of relatives of your children's family of Indonesian grandchildren
2023-11-17T13:13:31Z,@Popjunkys,Suruh ke Papua aja😂😂😂,Just tell Papua😂😂😂
2023-11-17T13:11:33Z,@pia2025,Kenapa di tolak?  Meka kan lagi membutuh kan pertolongan..  Apa lagi meka agama muslim bukan kah itu sodara,Why is it rejected? Meka is still requiring help ... what else is that Muslim religion is not Sodara
2023-11-17T13:10:14Z,@putragigi1389,Kasian bg di bantu la,Sorry for being helped la la
2023-11-17T13:09:36Z,@lapagotimur2983,"Pemerintah Indonesia , Malaysia Brunei wajib tolong mereka,tak malu nanti di tolong orang kafir, kalau sifat mereka kurang baik, kan ada hustat kita yang hebat hebat , Abdul Somad dan teman teman, jangan hanya bantu sembako.biar tiap-tiap ibadah ada ceramah untuk mereka.","Indonesian government, Malaysia Brunei must help them, not ashamed later in the help of infidels, if their nature is not good, there is our great great hustle, Abdul Somad and friends, don't just help food. they."
2023-11-17T13:01:34Z,@El-Ge,"Kalau orang Islam saja sudah tidak mau menolong orang Islam, lalu siapa lagi?","Even if Muslims don't want to help Muslims, then who else?"
2023-11-17T12:59:10Z,@syarifazza0074,Masih puluhan mungkin tunduk pada penduduk setempat klo sudah ribuan mereka pasti merasa diatas angin ingin menguasai biasanya bikin resah masyarakat,Still dozens may be subject to the locals if thousands of them must feel that the wind wants to control usually makes the community uneasy
2023-11-17T12:54:36Z,@nnnahgfdsaajytrr,nyasar ke Indonesia terus ya ..aga ngeri2 sedap nerima tamu luar.. selalu ke ingat cerita palistin😢😢,"straying to Indonesia keep on, yes ... it's horrified as delicious to receive outside guests ... always to remember the story of Palistin😢😢"
2023-11-17T12:48:39Z,@BagusWisnu-kh1gp,"Gila hancur bisa aceh,imigrasi kemana ni,heran gw,termasuk costguard,koq gak ada.","Crazy destroyed can be Aceh, where is immigration, I am surprised, including Costguard, how come there isn't."
2023-11-17T12:46:53Z,@fatkhurrozi1708,"Gara2 isu rohingnya di tindas di myanmar,aceh jadi sukarela nerima imigran gelap rohingnya....<br><br>Sekarang aceh jadi Myanmar yg menolak rohingnya, tapi tak sesadis myanmar.<br><br>Media boleh di percaya,tapi jgn 100%","Because the Rohing issue was acted in Myanmar, Aceh became voluntarily receiving its Rohingnya illegal immigrants .... <br> <br> Now Aceh is Myanmar who rejects its Rohingnya, but not as sadistic as Myanmar. <br> <br> The media may be trusted, but don't 100%"
2023-11-17T12:46:14Z,@iqbalrahmi1405,"Etnis biang kerok,,,dah di bantu bukan berterima kasih,malah melawan aturan petugas,lari,,,kalo mereka benar kenapa gak berani berkeras kepala di tempat tinggal mereka sendiri,,,sebagai kemanusiaan sudah di bantu,tapi kalo untuk menetap dengan keras kepala,semua negara menolak mereka,,,","Ethnic culprit ... already helped, not grateful, instead fight the rules of the officers, run ... if they are right why do not dare to insist in their own residence ... as humanity has been helped, but if to settle hard head, all countries reject them ,,,"
2023-11-17T12:45:46Z,@Gus-mj7gt,Ingat ketika mereka dibantai keji oleh vetnam. <br>Kenapa muslim dan muslim bukan saudara. <br>Yg kejam cina berkembang biak diindonesia dan menguasai ekonomi indonesia. <br>Kata ustad felixiuw bangsa cina itu yahudi timur.yg ga terasa akan menguasai tanah indonesia,Remember when they were slaughtered vicious by Vetnam. <br> why Muslims and Muslims are not brothers. <br> The cruel Chinese breed in Indonesia and control the Indonesian economy. <br> The word ustad felixiuw is the Chinese people East Jews.
2023-11-17T12:43:13Z,@ebhychadus7716,YA ALLAH SEMOGA SODARA2 KITA SEHAT2 SELALU DAN CPT DPT TEMPAT  YG LAYAK AMIN🤲🤲,"O Allah, I hope our sodara2 are always healthy and can get a decent place amen🤲🤲"
2023-11-17T12:42:52Z,@empalbrewok5647,Sama aja ma yg skr lagi perang. Coba lu terima. Ntar jg sama blangsaknya 😂,It's the same as the one who is now war. Try to accept. Later it will be the same as the blangsnya 😂
2023-11-17T12:42:45Z,@user-vb8te7zw3o,Setuju usir indonesia cuma dijadikan pembuangan2 turis bawa masalah kyak di bali dipenuhi bule melarat minta2 semena2 .enjijikan ko mereka trasa di biarkan and ngelumjak adat istiadatt,Agreeing to kissed Indonesia only used as a disposal of tourists bringing problems in Bali filled with Caucasians to ask for arbitrary.
2023-11-17T12:40:43Z,@donpatumbur8652,"Dasar mereka kurang cerdas nih ,lain kali coba ganti indentitas dl .Bikin  KTP  Palestina baru datang langsung ke Jakarta pasti diterima ,dikasihkan rumah,sekolah dan RS khusus. Di pulau Jawa sj masih banyak tanah nganggur tuh, pasti dihibahkan.","Basic they are less intelligent, next time try to replace the identity of the Palestinian ID card, the new Palestinian comes directly to Jakarta, it must be accepted, given a house, school and special hospitals. On the island of Java SJ there is still a lot of unemployed land, it must be donated."
2023-11-17T12:34:46Z,@ChristianPrince21n,"Makanya harus hidup rukun dan damai dengn yg beda agama,,harus saling toleransi dgn yg beda agama, biar nga seperti ini...","That's why you have to live in harmony and peace with different religions, must tolerate each other with different religions, so that it is not like this ..."
2023-11-17T12:34:31Z,@vandhakenil,Takutnya kaya malasia,Fear of being like malasia
2023-11-17T12:33:25Z,@yuliastyle1980,Kok di tolak kan seiman ha ha giliran klau dah nyebut beda agama demo deh sejuta umat itu lah diri mu😂😂😂,How come it is rejected in the faith of ha ha it is the turn if you mention the different religion of the demonstration of a million people you are yourself.
2023-11-17T12:33:11Z,@tesa5083,"Biarkan beranak cucu di aceh, dan mengarap tanah aceh, penduduk asli bakal terkikis","Let the grandchildren in Aceh, and work on the land of Aceh, the indigenous people will erode"
2023-11-17T12:32:49Z,@carvalhobelo-eo8hi,Tampung dong saudara2 muslimmu jgn keor aja soal Palestina yg notabene jauh disana😂😂😂,Accommodate your Muslim brothers and sisters just not to be about Palestine who incidentally far there😂😂😂
2023-11-17T12:32:08Z,@madine1285,"ada orang yg gak di akui negara ,sungguh di pertanyakan identitasnya,baik apa enggak...","There are people who are not recognized by the state, really questioned their identity, well or not ..."
2023-11-17T12:31:51Z,@Tahu854,"Mana di om Jk, kok ga bersuara.. Wkt menjabat aja cari popularitas, buktikan kl enteh menolong tanpa pamrih.","Where in Om JK, how come it's not a sound ... just take the office of looking for popularity, prove that you can help without strings attached."
2023-11-17T12:31:50Z,@RR-ry1uc,"Pengungsi  situasi susah anaknya banyak, pusing cepet berkembang biak status negara ngak jelas.","Refugees The difficult situation of his children is a lot of children, dizzy breaking the status of the country is not clear."
2023-11-17T12:30:01Z,@jomarcello8641,"Tarik aja ke australia sana, tanah luas dan masih kosong","Just pull it to Australia there, the land is vast and still empty"
2023-11-17T12:29:50Z,@franaldo93,Sesama Islam kok tolak?? 😅,Fellow Muslims Reject ?? 😅
2023-11-17T12:29:49Z,@mpfur.5967,Hebat warga Aceh..,Great Acehnese Residents ..
2023-11-17T12:29:45Z,@zkakeksoegiono8149,"MANA YG DI GEMBAR GEMBORKAN FPI DAN KADAL GURUN ? KATA NYA MUSLIM SEMUA BERSAODARA .<br>PRETTTT , BAHAR ,RIJIK SUKA NGECAP .<br><br>KENAPA FPI GAK TAMPUNG SEMUA ROHINGYA ?<br><br>Sok pahlawan kalo depan mic doang . Dasar kadrun .","Which one on fanfare is FPI and Desert Lizard? The word Muslim is all competitive. <br> Pretttt, Bahar, Rijik likes to be tasting. <br> <br> Why does FPI not accommodate all Rohingya? <br> <br> Basic Kadrun."
2023-11-17T12:28:10Z,@sugandhit88,Warga aceh memang hebat dan tegas menolak penjajah rohingya.,Acehnese residents are indeed great and firmly reject the Rohingya invaders.
2023-11-17T12:24:05Z,@agam125,SEMOGA MEREKA YG LEMAH MENDAPAT PERTOLONGAN,I hope those who are weak get help
2023-11-17T12:22:49Z,@DanielLau-kd3if,Banyak anak kecil ya<br><br>Hidup udh susah jangan beranakpinak mulu kasihan..,"A lot of small children, <br>"
2023-11-17T12:21:59Z,@sangmalaikat3791,Awas jgn sampai indonesia menjadi palestina,Watch out for not until Indonesia becomes Palestine
2023-11-17T12:20:57Z,@cenelabal2453,Suru Balek ke negara nya..dia udah tau kebaikan Aceh..malah makin rame yg datang..usir jangan bagi mereka ruang lagi😂😂,Suru Balek to his country ... he already knows the goodness of Aceh ... the more crowded who came ... not for them to space again😂😂
2023-11-17T12:20:49Z,@MiMina-uw6qd,Kok aneh bgt,How come it's really weird
2023-11-17T12:19:29Z,@SofarAnam-eu2rm,Jangan ksih tempat ini berbahaya,Don't be dangerous
2023-11-17T12:17:46Z,@fahrisalim2273,"TOLAK    TOLAK    TOLAK    TOLAK   TOLAK   WARGA  ROHINGYA  DATANG  KE  INDONESIA   TERUTAMA  KE  ACEH   BUAT  SUSAH  MASYARAKAT  SAJA,  GAK  PEDULI  MEREKA  AGAMA  ISLAM,   TIDAK  ADA  NEGARA  YANG  MAU  MENERIMA  MEREKA  KARENA  MEREKA  ITU  ETNIS  INDIA  MANUSIA  TERBAYAK  DI  DUNIA  DATANG  KE  INDONESIA  BUAT  SAMPAH  SAJA,   UJUNG  UJUNG  NYA  BUAT  KRIMINAL","Rejecting Rejecting Rejecting Rejecting Rohingya residents come to Indonesia, especially to Aceh for the difficulty of the community, no matter they are Islam, there is no country that wants to accept them because they are the ethnic Indian human being in the world coming to Indonesia for rubbish, the end of its end Make a crime"
2023-11-17T12:17:20Z,@fahrisalim2273,"TOLAK    TOLAK    TOLAK    TOLAK   TOLAK   WARGA  ROHINGYA  DATANG  KE  INDONESIA   TERUTAMA  KE  ACEH   BUAT  SUSAH  MASYARAKAT  SAJA,  GAK  PEDULI  MEREKA  AGAMA  ISLAM,   TIDAK  ADA  NEGARA  YANG  MAU  MENERIMA  MEREKA  KARENA  MEREKA  ITU  ETNIS  INDIA  MANUSIA  TERBAYAK  DI  DUNIA  DATANG  KE  INDONESIA  BUAT  SAMPAH  SAJA,   UJUNG  UJUNG  NYA  BUAT  KRIMINAL","Rejecting Rejecting Rejecting Rejecting Rohingya residents come to Indonesia, especially to Aceh for the difficulty of the community, no matter they are Islam, there is no country that wants to accept them because they are the ethnic Indian human being in the world coming to Indonesia for rubbish, the end of its end Make a crime"
2023-11-17T12:16:58Z,@fahrisalim2273,"TOLAK    TOLAK    TOLAK    TOLAK   TOLAK   WARGA  ROHINGYA  DATANG  KE  INDONESIA   TERUTAMA  KE  ACEH   BUAT  SUSAH  MASYARAKAT  SAJA,  GAK  PEDULI  MEREKA  AGAMA  ISLAM,   TIDAK  ADA  NEGARA  YANG  MAU  MENERIMA  MEREKA  KARENA  MEREKA  ITU  ETNIS  INDIA  MANUSIA  TERBAYAK  DI  DUNIA  DATANG  KE  INDONESIA  BUAT  SAMPAH  SAJA,   UJUNG  UJUNG  NYA  BUAT  KRIMINAL","Rejecting Rejecting Rejecting Rejecting Rohingya residents come to Indonesia, especially to Aceh for the difficulty of the community, no matter they are Islam, there is no country that wants to accept them because they are the ethnic Indian human being in the world coming to Indonesia for rubbish, the end of its end Make a crime"
2023-11-17T12:14:02Z,@thepirate694,"Sebenarnya kasihan liatnya bro😢.... Tapi gimana lagi, kita masih susah.... Anies mau nampung anak2  Palestina gimana? Punya uang....","Actually, sorry, bro ... but what else, what else, we are still difficult ... Anies want to accommodate Palestinian children? Have money...."
2023-11-17T12:11:40Z,@pinayungan3530,anjiir byk bangett tuh . udah pilih aja cwee nya. klo lakinya suruh pergi lagii,Anjiir really. Just choose the cwee. if you want to leave again
2023-11-17T12:11:30Z,@machoherli4165,Kasih bantuan makan minum..dll. tapi jangan kasih tempat untuk tinggal .seterusnya,Give help to eat drinking ... dll. but don't give a place to stay.
2023-11-17T12:09:33Z,@wendyandeka9293,Rakyat aceh harus cerdas. Menerima pengungsi bukan solusi yg tepat. Akan mengundang lebih banyak lagi pengungsi datang ke aceh.,The people of Aceh must be smart. Receiving refugees is not the right solution. Will invite more refugees to come to Aceh.
2023-11-17T12:07:00Z,@ricardonainggolans,Rohingya mah diksh hati malah makan jantung😂,Rohingya mah diksh heart even eat heart
2023-11-17T12:03:52Z,@nursiswanto5754,Tolak semua,Reject all
2023-11-17T12:02:04Z,@iskandariskandar9504,Pemerintah harus turun tangan membantu solusinya,The government must intervene to help the solution
2023-11-17T12:01:47Z,@overlord_id2562,"Jangan mau ditipu, warga aceh...<br>Hati² aja sama imigran gelap bahaya","Don't want to be cheated, Acehnese citizens ... <br> Just be careful with illegal immigrants"
2023-11-17T11:56:36Z,@banangradja60,Berarti sama dgn warga arab lainnya yg menolak pengngsi arab lainnya..😁😁..aulooh memang mooi..!!,Means the same as other Arab citizens who refuse other Arabic designs ....... aulooh is mooi .. !!
2023-11-17T11:52:07Z,@kobarakbar1413,Warga aceh harus tolak..,Acehnese residents must reject ..
2023-11-17T11:46:03Z,@RChannelst,"Kok bisa gitu sih, tega sekali. Ngomong bela Palestina, saudara yang dekat aja ditolak.","How can that be like that, how could I have the heart. Speaking of Palestinian defending, just a close brother was rejected."
2023-11-17T11:45:56Z,@dwikaryanto5459,Tolak saja suatu saaat akan menjadi pnguasa .,Just reject one time it will become a ruler.
2023-11-17T11:44:46Z,@indrisetiani1421,"Warga aceh udah baik, tapi bingung juga kalo harus ngurusin mereka terus, mereka itu banyak dan semakin bertambah karena diindonesia merasa dimakmurkan","Acehnese people are already good, but are also confused if they have to take care of them continue"
2023-11-17T11:38:12Z,@kalala3859,Waduh,Wow
2023-11-17T11:33:37Z,@aasniati3034,Waspada dgn rohingya mereka nanti ngelunjak,Be aware of the Rohingya they will later support
2023-11-17T11:33:18Z,@mfit363,Nanti terjadi seperti malaysia.lama² nanti rohingya ni besar kepala dan kurang ajar.mahu mintak selayang negeri selangor dimalaysia.sial! mmg patut tentera myanmar bunuh mereka.kurang ajar! Mereka menangis itu semua penipu.. nanti dia akan claim aceh dan mahu aceh! sial ini rohingya! Hati² orang eceh dan indonesia!,"It will happen like Malaysia. Later, the Rohingya will be a big head and insolent. MMG should be Myanmar's army kill them. They cried all fraudsters .. later he will claim Aceh and Mahu Aceh! Damn this Rohingya! Be careful people and Indonesian people!"
2023-11-17T11:32:15Z,@mackbedunduk1305,Mantab. Mereka punya tanah air nenek moyangnya sendiri..suruh berjuang di tanah airnya. Jangan suka bawa beban modal gombal belaka bedol kota numpang hidup tinggal ambil enaknya saja di negeri orang. Malah bisa jadi bom waktu. Memangya tanah ini milik mamakmu?!<br><br>Perbaiki sikap pikir jiwa raga kalian...BERJUANGLAAHH..!!!,"Mantab. They have their own homeland the ancestors ... all struggle in their homeland. Do not like to bring the burden of mere rags of bedol the city of life lives just take delicious in other countries. In fact, it could be a time bomb. Is this land belonging to your mamak?!"
2023-11-17T11:30:51Z,@bojiaztana,"akhirnya kalian merasakan sndri kan,awal2 mreka masuk sudah sering diperingatkan...tapi bagus skrg ud berpikir jernih kalian","Finally you feel Sndri right, in the beginning they entered often warned ... but good now I think you think clearly"
2023-11-17T11:30:41Z,@hrzakaria,Semoga suatu saat mereka bisa kembali menempati tanah mereka yang pernah dirampas pemerintah myanmar,Hopefully one day they can re -occupy their land that has been seized by the Myanmar government
2023-11-17T11:27:20Z,@agungsetiadi2066,"Orang Indo itu banyak yang blo&#39;on!<br>Saya dukung sikap rakyat Aceh !<br>Rakyat Aceh punya pengalaman buruk dengan pengungsi Rohingnya. Bukan cuma rakyat Aceh tapi juga negara lain yang menampung Rohingnya. Jadibukan asal sesama Islam saja yang dijadikan pertimbangan. <br>Mereka puluhan ribu orang di pemukiman pengungsi di Bangladesh juga tak bekerja, hidup sembarangan dan hanya mengharapkan amal donasi dan rajin beranak.","Many indo people are blooming &#39; on! <br> I support the attitude of the people of Aceh! Not only the people of Aceh but also other countries that hold Rohingnya. So it's not only for fellow Muslims that are taken into consideration. <br> They tens of thousands of people in refugee settlements in Bangladesh also did not work, live carelessly and only expect donation and diligent charity."
2023-11-17T11:26:03Z,@IruelIrueldkk-bf1uq,"Usir saja, kalo gak mau bakar","Just get rid of it, if you don't want to burn"
2023-11-17T11:25:07Z,@manuk_perkutut,"Tanggung jawabnya siapa ini sebenarnya orang2 rohingya,tiap tahun berjuta2 orang sembarang masuk ke negara orang,,,apa karena kelebihan anak tanpa di batasi tanpa melihat perekonomian mereka di tiap2 harinya ,,, kependudukanya gimana?","The responsibility is who this is actually the Rohingya people, every year millions of people just enter people's countries ... is it because of the strengths of children without being limited without seeing their economy every day ... how about the population?"
2023-11-17T11:24:25Z,@sibarakoko,"Bagus,,,aku bangga dengan warga aceh","Good ,,, I'm proud of Acehnese citizens"
2023-11-17T11:22:05Z,@risma9200,Virus.ada bagus nya dia pergi cari negara lain sudah penuh jakarta sama orang imigran,Virus
2023-11-17T11:19:57Z,@blabla2352,Mana ni endrun-endrun yang suka sok paling victim bawa2 kasus rohingya?? Tampung tuh sono 😂,Where is this endrun-endrun who likes to be the most pretentious to bring Rohingya cases ?? Accommodate sono 😂
2023-11-17T11:18:45Z,@ArifSofyan-hv8sq,"Entar dikasih tempat tinggal di IKN pada kalian pada protes dah. Tanah enga dibawa mati. Bayangkan jika mereka pengungsi dr Palestine, apakah sikap kalian akan sama juga?","Later given a place to live in IKN to you to the protest. The land is taken dead. Imagine if they were refugees from Palestine, would your attitude be the same?"
2023-11-17T11:15:36Z,@user-ee5mp7uc5b,Kemana UAS dan UAH yg biasanya bersuara lantang bila ada saudara muslim yg teraniaya???,Where is the UAS and UAH which usually speaks loudly if there are Muslim brothers who are persecuted ???
2023-11-17T11:10:40Z,@jonrado,Barokallah semoga Allah melindungi kalian semua,Barokallah may Allah protect you all
2023-11-17T11:09:42Z,@user-rw8nv4ei5j,Woi di tampung lah saudara kita mana otak kalian,Woi is accommodated by our brother where your brain
2023-11-17T11:06:21Z,@imamwahyudi1178,"Saya menyebutnya YAHUDI era kini, dibantu, diberi tempat tapi mengganggu kenyamanan penduduk setempat membuat risih, mirip kan sama YAHUDI?? Pantas disebut YAHUDI","I call it Jewish era now, assisted, given a place but disturbing the comfort of the local population makes it uncomfortable, similar to Jews ?? Worthy of being called a Jew"
2023-11-17T11:05:26Z,@agusstudio7274,Jangan sampe aceh di kuasai sama rohingya,Don't until Aceh is controlled by Rohingya
2023-11-17T11:05:24Z,@user-fp9xg8jl6z,"Kita semua berdoa agar dunia ini Aman dan damai, agar kita bisa hidup tentram.....","We all pray that the world is safe and peaceful, so that we can live peacefully ....."
2023-11-17T11:02:18Z,@ahmadsalam1037,Bukannya kita ndak mau nampung klo bertambah terus siap yg tanggung jwb  n mgkn egek negatif dr juga ada.kenapa kok ndak kmalaysia yg nota bini dekat.PBB Kmana selama ini,"It's not that we don't want to accommodate if you grow and get ready, the responsibility is that there will also be a negative egek."
2023-11-17T11:00:16Z,@SardiniSardini-ku8mb,"Awal malapetaka menerima pengungsi yang tidak jelas, jika diterima lama kelamaan mereka akan menguasai tanah yg bukan miliknya seperti Israel!!!","The beginning of the disaster accepts refugees that are unclear, if received over time they will control the land that is not like Israel !!!"
2023-11-17T10:52:51Z,@thesun4328,"Jangan sampai pajak warga Indonesia dipakai buat kasi makan orang rohingya, mending buat Palestina <br>Karena ga ada bedanya rohingya dengan Bangladesh 🔥","Do not let the tax of Indonesian citizens be used to give the Rohingya eating, it's better to make Palestine because there is no difference in Rohingya and Bangladesh 🔥"
2023-11-17T10:52:48Z,@nslog5637,"Banyaknya,,,penduduk indonesia saja sdh  bertumpuk,,,makin tia bertumpuk,,,sengaja tu kapalnya d daratkan d sana,,,sebab malaysia pun sdh tidak mau menampung mereka",Many ... Indonesian residents just piled up ... the more tia piled up ... deliberately the ship was in order there ... because Malaysia had not wanted to accommodate them
2023-11-17T10:50:56Z,@petualang5858,"Bila mereka ingin menetap bantulah,mereka itu manusia mulia,mempertahan kan iman nya walau menderita,kan aceh luas,msh bnyak lahan kosong,misal tepi gunung","If they want to settle, they are a noble human, maintain their faith even though they suffer, the Aceh is vast, still many vacant land, for example the edge of the mountain"
2023-11-17T10:50:24Z,@norazizi3505,"Salut sama pemerintah setempat, bukannya warga Aceh tak mempunyai rasa empati, tapi hal ini dilakukan buat kenyamanan warga Aceh itu sendiri, karena antisipasi sejak dini perlu dilakukan buat menghindari hal hal yg tidak diinginkan.","Salute to the local government, instead of Acehnese people do not have a sense of empathy, but this is done for the comfort of the people of Aceh itself, because early anticipation needs to be done to avoid things that are not desirable."
2023-11-17T10:43:28Z,@keangwooichoo6138,Bukan kerana orang indonesia dan malaysia tak ada perikemanusiaan tetapi puak mereka sudah terlalu ramai menumpang di negara kami. Kotor dan sudah besar kepala nak minta hak,"Not because of Indonesians and Malaysia there are no humanity but their poetry has been too crowded in our country. Dirty and already big head, son, ask for rights"
2023-11-17T10:42:19Z,@TRICERATOPS102,"Yg kemarin kumpul di monas, hai hamba Allah kah?","Yesterday gathered at Monas, hi servants of Allah?"
2023-11-17T10:40:57Z,@samsulhuda3395,"Siapa sih mau menerima manusia yg sudah kebingungan mencari tempat tinggal yg aman, semoga dengan berusaha sekuat tenaga mudah2 ada keajaibain dapatcpertolongan dr yg maha kuasa untuk dpt tempat yg layak","Who would accept people who were confused looking for a safe residence, hopefully by trying as hard as possible there is a work of being able to be able"
2023-11-17T10:40:40Z,@bernhadsaragih4542,"Diterimalah..kan waktu itu juga diterima sama warga aceh, jadi mereka positif thinking sama masyarakat aceh, apalagi CUKONGNYA senang sekali, karena dapat Cuan besar dari bandar di tempat asalnya kalau diterima 😀","Received ... at that time was also received by the people of Aceh, so they were positive thinking with the people of Aceh, especially the cukong was very happy, because it could be a big cuan from the city in its place if it was received 😀"
2023-11-17T10:38:49Z,@oppophone8592,"Mntaap tolak suruh balik ..bahaya ..di mkysia bnyak , mereka ngelunjak  di kasih tumpang ,tapi mau kuasai negara wilayah mlysia ..","Still refuse to be told to return ... dangerous .. in mkysia many, they supported the giving overlapping, but want to control the state of the Mlysia region .."
2023-11-17T10:38:31Z,@RiniIdrus,Usir mereka cukup sampai dikasih makan terus harus pergi. TNI polri harus kawal mereka sampai keluar aceh,Surround them enough until they were given food and continued to leave. TNI Polri must guard them to leave Aceh
2023-11-17T10:32:12Z,@ferdizee4941,Warga aceh sudah pintar...jangan sampai tanah aceh di kuasai asing...,Acehnese citizens are smart ... Don't let the land of Aceh be controlled by foreigners ...
2023-11-17T10:32:05Z,@OppoA-ki8lk,Betul tu. Kt penddk Aceh lebih baik kasih bantuan dimana negara asal nya kembali aja kesana,That's right. KT Penddk Aceh better give help where the country of origin is just going there
2023-11-17T10:31:43Z,@jonisortui8986,Uda uda ke jakarta aja banyak saudara seiman di jamarta,"Uda Uda to Jakarta, many brothers in the faith in Jamarta"
2023-11-17T10:30:18Z,@KoplakCok-fz4sq,Mensos?ngara hadir dong,Social Minister? Ngara is here
2023-11-17T10:29:58Z,@Kementhus,Ya jelaslah... bgmnrakyat kita sendiri masih susah hidupnya.. Dinas sosial Bansos. Kemensos ga ada anggaran utk wNA pengungsi ini...,"Yes, obviously ... how are our own difficult life ... Social Agency Social Affairs. The Ministry of Social Affairs has no budget for this refugee foreigner ..."
2023-11-17T10:28:58Z,@emaliwara4531,"Inilah kami hanya bisa berkor koar, bela ronghiya, bela Palestina, ternyata cuman bacot doang😂😂😂😂","This is we can only coar to coar, Bela Ronghiya, Bela Palestine, apparently just bacot"
2023-11-17T10:27:51Z,@ekaputra1976,Lebih baik membantu menampung warga palestina dari pada rohingya mereka suka berulah dan tidak tau terima kasih.,It's better to help accommodate Palestinians than Rohingya they like to act and don't know thank you.
2023-11-17T10:27:44Z,@davidofficial2465,😅😂 sudah mulai sadar,😅😂 Has started to realize
2023-11-17T10:25:31Z,@suunaryo1905,AWAASS .<br>Pengungsi dari negara luar akan menjadi lawan warga setempat di masa depan .<br>Seperti ISRAEL KE PALESTINA ..yang akhir&#39;nyh warga lokal di usir dari tempat di mana klahiran&#39;nyah..,Awaass. Refugees from foreign countries will be opponents of local residents in the future. <br> Like Israel to Palestine ... the end of the local resident is expelled from a place where Klahiran &#39;
2023-11-17T10:24:32Z,@revanevans6960,"Rohingya itu berkembang biak dgn cepat, mereka tdk KB 😂😂😂","Rohingya are breeding quickly, they are not kb 😂😂😂"
2023-11-17T10:24:22Z,@laurac2773,"Walau saya non muslim.. Melihat begini mayoritas anak2 dan perempuan miris sekali.. Mrk lelah terombang ambing dilaut berhari2. Sampai akhirnya di aceh. Tp akhirnya ditolak. Entah yg ditakutkan apa dr masyarakat disana. Tp dr sisi kemanusiaan sungguh sangat menyayat hati. Apapun agamamu smoga Tuhan yg bri jalan, sehingga bisa hidup lebih baik. ❤ AMIN.","Even though I am non -Muslim ... see this, the majority of children and women are very sad ... they are tired of being tired of the udder in the sea for days. Until finally in Aceh. But finally rejected. I don't know what people are afraid of the people there. But from the human side is really very heartbreaking. Whatever your religion, I hope God is the way that can live better. ❤ Amin."
2023-11-17T10:21:15Z,@maxblankAE,Suruh teruskan z k malaysia 😂,Tell me to continue Z Malaysia 😂
